,projectID,projectAcronym
10817,660378,HOOKaWORM
10836,748969,SHYDRO-ALP
10837,723088,FIWARE Mexico
10845,746382,SCALTIE
10880,645588,Q-Tales
10889,658400,CHRYSOWEB
10890,671558,EXDCI
10892,670115,ZOOMecular
10931,661118,BioFUNC
10932,636928,DormantMicrobes
10958,645845,WeLive
10970,707587,DRIVE
10974,757695,MEMETRE
10975,640959,flora robotica
10982,705149,MicroERA
11013,798321,DESlRE
11027,738114,SMART-LAYUP
11029,691980,EXCELLABUST
11037,644721,RETRAINER
11047,639365,BUCOPHSYS
11077,654365,BABET-REAL5
11114,787937,SUPRAWOC
11115,757995,HEFT
11117,699884,QUAFORD
11120,690896,SMARTHERM
11127,750807,SunDROPS
11128,701745,NanoINCAGE
11129,705432,NITRIPHYLL
11130,705723,ARCADIA
11131,648925,BHIVE
11132,694965,COCONIS
11133,859770,NextGen-O2k
11135,646644,bi-BLOCK
11144,704464,Yamnomics
11153,745623,RoadToBio
11157,720729,NeoCel
11202,714621,GASPARCON
11212,685793,MIDES
11245,838949,STARCloud
11257,739322,ArtomatixSuite
11276,640241,REACT
11284,672267,COMPOSKE
11287,655601,Baltic Mikrorayon
11288,811729,SMR
11297,725687,SMITE
11298,655609,ADRIA
11300,716216,PROSANCT
11303,705104,Exile and Technology
11309,659425,EMPIREHURIGHTS
11311,753496,NePLeP
11312,795465,OttMed
11313,787015,CIRGEN
11330,764816,CLEANKER
11343,751699,SARCOM
11344,699980,SCouT
11352,771047,QuCIP
11355,681657,ComparingCopperbelt
11359,760824,ReSHEALience
11373,801809,GEoREST
11374,654724,GROUPCOG
11375,646869,ReguloBac-3UTR
11376,681275,LIQUIDMASS
11379,647359,TOPOmics
11381,829162,HOTZYMES
11389,647900,DROSADAPTATION
11447,657769,PALEOSEISQUAKE
11449,788250,NONFLU
11478,681257,eLightning
11495,743439,BATCA
11496,654906,ALHIS
11513,863170,ARTIBLED
11521,823846,ConnecCaribbean
11536,657434,PhoLED
11538,715087,CAMBAT
11539,800617,RoadNet_Andes
11544,695045,RespeCT
11554,659961,PIGRISK
11573,798633,XQCR
11621,800942,ErBeStA
11642,751089,PHOTON-NeuroCom
11647,826429,See Far
11676,686647,MARA
11683,705862,Exosomes
11685,649439,FairTax
11708,661505,HumEnBody
11726,734409,Water4Cities
11737,759563,ReVolusions
11738,785562,PASSPORT
11743,746054,BBEB
11744,709185,CLIMCONFLICT
11745,747424,SCRIBE
11749,670436,SIR
11750,742631,GLOBAL-HOT
11752,753427,CLH
11759,703880,MSCCC
11762,793212,PROTECTNICHE
11764,656000,BeSec
11766,758791,TIMEISNOW
11769,670949,LightNet
11770,724289,BYONIC
11776,660652,EngiNear-IR
11779,748895,MicroMod-PSII
11801,733732,MAXITHERM
11813,647858,GENESIS
11814,670557,MIMAS
11816,678734,MetamorphChip
11820,742067,DeAge
11832,723853,COROMA
11861,643647,GrowMeUp
11869,778072,ENGIMA
11874,640967,subCULTron
11905,750063,IAUVcontrol
11907,723600,LASIMM
11919,707546,SURE
11922,643691,ENRICHME
11933,728086,WOODnat
11943,801451,FUTURA2020
11958,668997,SynBioTEC
11960,661138,NEWCARBOVAX
11965,786330,UBIQUITON
11967,798637,VulneraBAP1
11969,639313,VisuLive
11973,678765,CombiCompGeom
11977,654837,EACISD
11979,713406,RESPIRE 3
11981,707905,BiominAB-3D
11984,687537,EONav
12010,637780,BIOELECPRO
12012,705532,SOFT-TISSUES
12013,754308,REALTA
12024,705249,RICC
12026,640580,COSIP
12027,661541,CMCG
12028,713690,MedTrain
12031,654241,PhenoMeNal
12072,689260,Digi-NewB
12106,667302,CoCA
12123,691004,INCASI
12142,635690,OLEUM
12165,706896,COSMOFLAGS
12166,822590,DEMOS
12182,713140,MESO_BRAIN
12211,772762,MiMus
12212,732592,Lifebrain
12226,749547,POLITRAITS
12227,657517,COLPHAM
12229,674896,ELUSIVES
12241,654808,PSYCHOCONTEXT
12254,786880,EMBRACE
12304,666908,SCIDNET
12316,681002,EU-ToxRisk
12359,759517,BioNanoPattern
12360,634086,NEPHSTROM
12372,692470,ASTONISH
12396,703798,AcadHist
12406,654825,ICELANDIC SCRIBES
12407,707968,IDEA
12409,653508,Phil-Threats
12421,638957,INFO TECHNOLOGY
12424,660306,FreshwaterMPs
12432,675320,NeCS
12444,644669,POSEIDON
12473,726413,StressGene
12476,785058,CRREM
12482,653212,MITIGATE
12496,662107,SWARMs
12527,645662,SMARCOAT
12534,634413,EPoS
12547,734815,CyberSure
12553,707362,TraumiR
12558,734276,CONIN
12599,665972,ER4STEM
12606,695412,ELE
12621,824047,LIFEBOTS Exchange
12636,746143,HumRobManip
12648,698607,Q-Bot
12653,643666,I-SUPPORT
12662,709515,STIMEY
12674,713010,GOAL-Robots
12678,665696,CARPE
12679,724813,SmartCells
12680,648779,MaTissE
12682,800926,HyPhOE
12688,731771,CVENT
12698,709443,DITOs
12710,739574,InnoRenew CoE
12720,679254,PAPAstudy
12721,665850,INSPIRE
12723,708814,nanoOIPC
12725,692765,FeelSpeech
12733,678177,FOVEDIS
12742,753750,RaSiR
12745,656822,ChloroQuality
12746,656994,nanoCAVa
12748,805189,BABE
12750,727330,HiEff-BioPower
12778,711160,I4F
12780,748242,WACE
12782,658499,PolAME
12785,714637,CosNeD
12787,702750,QLO-QG
12788,770935,COSMIC-LITMUS
12791,646702,CosTesGrav
12792,804240,NEFERTITI
12793,722096,DYNACOMP
12798,757646,NewPhysLat
12799,755301,3Dmaterials4Energy
12817,734641,NanoMed
12830,691735,REPLICATE
12873,748568,EREMOZ
12874,797176,ENERYARN
12880,692180,STREAM
12889,716298,ZooMWest
12896,669190,MALMECC
12902,771736,GenTime
12904,701923,SYRIANBORDERS
12907,658363,ARENAVIRUS
12925,748193,TEMPOMATH
12926,742719,MIST
12927,766714,HiTIMe
12932,741966,STEM-AGING
12934,746554,BTMG
12935,751823,EXPHON
12938,766884,ORCHID
12946,677497,DoRES
12949,795111,TopoGraph
12950,638030,STEMCARDIORISK
12951,765269,IMGENE
12961,825925,iPSpine
12982,824087,EOSC-Life
13030,748569,EpiCBiome
13032,634935,BRIDGES
13050,707404,LEaDing Fellows
13056,655135,CircaDopamine
13057,859908,NOVA-MRI
13069,642434,ANTIVIRALS
13083,725722,OVO-GROWTH
13084,675527,MOGLYNET
13156,734684,CHARMED
13223,696029,GAIA
13232,648382,WILLOW
13243,644678,TWEETHER
13256,811509,INSTET
13257,645342,reTHINK
13267,636868,FALCON
13280,688088,AGILE
13297,752907,DATAMINE4.0
13299,636892,PREVIEW
13307,792221,ICT-BIOCHAIN
13329,769830,CAPTAIN
13353,645220,RAWFIE
13367,639123,SCENT
13369,657937,Hadza communication
13374,705437,NextGEnergy
13387,636302,SatisFactory
13398,731591,REASSURE
13407,777082,OCARIoT
13414,688061,TagItSmart
13429,767561,SERENA
13443,644672,INPUT
13453,716426,FLICs
13455,704963,E-TEX
13456,643964,SUPERCLOUD
13466,757731,LightCrypt
13468,749516,ECO-H-MEM
13476,636853,BELS
13488,636148,EuTravel
13506,773430,CROSSBOW
13544,733554,ERICENA
13565,666668,SIME-LMT
13610,638408,BayesianMarkets
13611,640120,LAB-TECH
13612,777742,GOLF
13628,637045,ADALAM
13640,688441,RockEU2
13656,761031,nTRACK
13679,727459,TROPICSAFE
13703,826452,Arrowhead Tools
13785,687367,AUDITOR
13816,656995,RESILIENCE
13817,794711,MarginScapes
13823,752417,EGap
13825,771862,Symmetries-Cosmology
13826,647995,STRINGFLATION
13828,681431,COSMIC LENS
13829,725456,CMBSPEC
13830,751778,INFPROBES
13831,694248,TOPVAC
13832,740120,INTERSTELLAR
13833,796941,ENCORE
13849,783158,REACTION
13890,758149,reFUEL
13901,738517,UFPCC
13915,733209,PRE2POS
13920,778893,PROMETHEUS
13927,726168,GLOBALMACRO
13929,680556,CHESS-SETUP
13956,768766,EnergyMatching
14006,681292,FANOEC
14007,656658,NanoCuI
14009,655628,NanoLAPS
14011,802989,CATALIGHT
14012,657270,EpiSil-IBC
14013,637367,HyMoCo
14014,701254,GreenChalcoCell
14015,753124,NanoAID
14016,752608,HT PHOTO DB
14018,647719,Supramol
14022,799408,QuESt
14033,745614,PV-TE-MCHP
14034,804519,FREENERGY
14035,825669,ETIP PV - SEC II
14038,813232,LC-SOLAR
14041,752102,SCHiMAT
14042,747029,MicACol
14052,741751,FeedSax
14055,721865,EXPERTISE
14069,820755,VALUE-Dx
14096,674978,OXTOP
14098,742966,MYCOBIOME
14099,659205,Pathologies
14102,703316,PINQ
14104,677774,TEMPO
14107,789270,RESPONSIBILITY
14110,723810,NIMBLE
14127,834115,FUN2MODEL
14129,732667,RECAP
14158,645372,ARCADIA
14172,769765,WellCO
14186,688237,ARMOUR
14194,853864,CATTLECHAIN 4.0
14205,723174,SmartSDK
14217,661362,LV-Pri20
14231,643706,PD_manager
14246,648693,EVILTONGUE
14250,682723,SmartGraphene
14256,643381,TBVAC2020
14300,745785,URBIOFIN
14338,807281,ACORN
14374,668353,U-PGx
14392,730964,TRANSVAC2
14418,668724,TECHNOBEAT
14426,714312,RACE
14427,643597,ARISE
14436,777357,RTCure
14456,676550,ADOPT BBMRI-ERIC
14488,771483,CONT-END
14489,115916,PRISM
14512,695655,TiMaScan
14532,670629,NOMA-MRI
14579,641458,MELGEN
14645,852985,SIMICA
14650,857894,CAST
14663,667787,UM Cure 2020
14711,691895,Sharing Cities
14750,675215,PRONTO
14765,744400,MultiCAMS
14767,654915,ALifeInSOFCs
14768,738085,SORCERER
14772,787470,IntraGutSex
14775,804176,PariTorMod
14779,688520,TeSLA
14797,645011,SERECA
14807,644051,3D Tune-In
14816,747662,AttoDNA
14817,825040,RADON
14825,779982,EXTEND
14834,735533,MEMPHYS
14841,708392,EXACT
14867,690991,PEARL
14879,683305,RNA ORIGAMI
14881,798365,SABIR
14911,661415,G4invivo
14914,691247,EXANDAS
14930,640525,REGMAMKID
14931,777090,Back-UP
14951,681893,EPIScOPE
14965,715009,MitoMethylome
14966,747414,Nano Traction
14969,637047,GlioVac
14982,642934,Chromatin3D
15004,721613,MMBio
15023,742020,HEPASPHER
15028,675111,EVOluTION
15057,695376,TAROX
15066,715727,GENOMIS
15078,747446,RNAatHD
15090,680559,CONDUCT
15093,787932,MicroWars
15094,771997,HANDMADE
15099,749814,Urban Informality
15100,669751,UnPrEDICT
15112,658989,LeGaNa
15113,657314,MBLIs
15114,765703,DNA-Robotics
15126,633964,ImmunoAgeing
15157,702298,DELTAS
15160,741532,BAM
15161,786702,COQUDDE
15162,825812,REGIONS4PERMED
15176,643262,iKaaS
15191,645127,ACINO
15197,700665,CITADEL
15211,786727,FINSEC
15235,687922,PIE News
15244,645239,SocketMaster
15260,681299,Mechan-of-Chromo
15261,661480,PlasmaPerovSol
15265,747086,PREMETAZOAEPIGENOME
15266,741989,GeroProtect
15281,681070,BetaCellTherapy
15288,755170,RECOMB
15308,676060,LONGPOP
15328,733297,EURE-CART
15401,765604,MUMMERING
15429,721297,GlycoImaging
15448,722171,BioCapture
15462,720952,ACEnano
15491,680450,CREATE
15505,680708,HIT2GAP
15583,764281,AiPBAND
15601,777492,PIONEER
15655,115902,RADAR-CNS
15680,806968,EHDEN
15702,802750,FAIRplus
15724,779316,RESTORE
15742,723759,KRAKEN
15816,825196,TRINITY
15863,760789,MATUROLIFE
15906,661515,SARTEA
15964,662189,MANTIS
16014,644715,AquaSmart
16022,690650,SUITS
16054,666800,VALID-SCREEN
16100,681946,EVO-MEIO
16102,721402,IQCE
16122,658900,EPIMAIZE
16124,755005,TRACE
16133,733203,PAPA-ARTIS
16160,669182,SHUFFLE
16167,634270,SITless
16175,668648,SENSE-Cog
16207,829005,IQubits
16215,703986,RETICULUS
16230,769807,vCare
16266,657514,DECOS
16267,734720,MakEY
16297,752325,GrIS-Melt
16299,638730,CIRCUITASSEMBLY
16317,644039,M3TERA
16343,722482,ESSENTIAL
16393,859881,5G-DIVE
16404,761510,5GCAR
16421,721733,EIPIN IS
16450,671598,5G-Crosshaul
16471,723037,TRA VISIONS 2018
16479,815191,PriMO-5G
16485,724198,MECHIDENT
16487,730052,UNALAB
16520,655541,HISTHEOL
16522,701275,REQUE 2
16524,785072,HAPPEN
16538,760899,GENESIS
16558,682758,DEBUNKER
16561,660841,SIMSEA
16562,658358,SIDEW
16566,792370,DURCWAVE
16571,637261,E2VENT
16604,831041,W2EW
16622,644780,MAMEM
16646,780326,PASSION
16667,689617,EurValve
16681,749919,SupramolecularWires
16682,700355,HyGrid
16689,757397,NANOSTORM
16691,802967,MechanoSignaling
16692,635928,PRISM
16695,794072,FlowAct
16696,748105,LPEMM
16710,727264,EPIPHARM
16712,692202,CETM
16715,743225,5D Heart Patch
16716,703666,SmartCubes
16718,757919,TRIBAL
16719,704438,TICKLE ME
16720,734719,mtFOIE GRAS
16733,792624,KeepTimeWithTheHeat
16734,734833,GeoDust
16739,713366,InterTalentum
16746,749506,MRI-STRUCTURE
16747,776293,GAUSS
16754,679050,CELBICON
16782,637108,LaWin
16807,704254,EpiCDomestic
16809,655222,Walgo
16813,670918,PICOPROP
16814,660943,AccuCT
16816,638133,ThforPV
16817,706744,COLIBRI
16831,721452,SOLAR-TRAIN
16853,745776,PHOTOPEROVSKITES
16854,717026,SHINING
16855,737447,PHYSIC
16856,702629,R2R-3G
16857,703125,CyclAr
16859,746964,FERROVOLT
16860,656132,SolHyPro
16863,654443,MinWaterCSP
16878,659491,EpiAnodes
16879,760930,FotoH2
16905,689238,PreventIT
16915,735218,PECSYS
16921,633724,SHIPS
16935,753874,exciTitania
16936,655063,ELiQSIR
16939,681045,BOOSTB4
16975,643708,Feel4Diabetes
16986,643736,EmERGE
17002,725081,FORENSICS
17003,765492,ELBA
17024,681044,RESSTORE
17053,115881,RHAPSODY
17081,756641,mPOWER
17107,740654,SPEM
17108,790458,ELECTRO-POM
17161,659316,CYBERNETS
17185,761727,METRO-HAUL
17206,779963,EUROBENCH
17245,761913,SLICENET
17277,646184,NOBEL GRID
17401,731155,Storage4Grid
17411,822404,QualiChain
17424,826117,Smart4Health
17443,685758,1D-Neon
17552,769627,ANIMA
17612,807085,ENG GAM 2018
17680,636218,NIPSE
17690,645665,GEO-RAMP
17764,633436,ULTIMATE
17774,807097,LPA GAM 2018
17862,648291,CLIMSEC
17863,636285,DESTinationRAIL
17902,777896,QUANTIFY
17911,823759,REMESH
17920,647035,STEEPclim
17921,656272,AlFHoNSo
17922,637643,TREECLIMBERS
17924,797823,AMBER
17928,714936,TRUE DEPTHS
17929,810176,Clim4Vitis
17934,817564,CLIOARCH
17937,791812,IntEL
17947,746257,TRANSARCHIVES
17948,708117,ANOXIA-MEM
17950,654860,TRANSLATIS
17951,745896,HISTPLAY
17953,797586,CATHEDRAL ACOUSTICS
17954,771928,NUCLEARWATERS
17956,657877,FACT
17966,703226,CKD AKI
17967,658897,GLOID
17969,701785,CLARITY
17972,734522,INTERWASTE
17999,639583,ToxicExpertise
18000,706055,CCPaMe
18002,647648,EdGe
18006,638553,TB-ACCELERATE
18011,682540,TransMID
18014,701708,NUTBIO-DIAB
18034,643692,SMART2D
18040,679777,NORVAS
18042,769054,PIONEERS
18058,648528,BrightSens
18077,772505,PhenomeNal
18078,753228,PlaN
18080,795615,STELLAR
18083,705826,NanoOxySens
18084,700802,MULTI2DSWITCH
18085,746060,CHIRALQUBIT
18087,813081,EPI-X4Health
18091,706724,ROFeRS
18094,658190,ASSEMZYME
18095,715737,QuantSURG
18098,792101,VSC_CAT
18118,647328,RNArepair
18119,751039,UNREDE
18121,707581,MECHANOCHECK
18148,694986,RitualModes
18153,700071,PROTECTIVE
18163,639945,ACCORD
18164,732032,BrainCom
18175,743580,EPIC2D
18176,724834,OMCIDC
18177,724180,COSMOS
18179,702004,Operation Condor
18182,655020,DTI4micro
18184,659847,IsoBar
18185,681746,APPELS
18186,660125,ORSETOSY
18188,772953,LIGHTUP
18191,754509,WASPSNEST
18192,659684,FISHNAV
18196,755320,TAXINOMISIS
18212,654154,KGBVIFEF
18215,655881,LIB-Si anode
18216,695511,ENABLE
18221,751608,HPA4CF
18223,708152,T2DM and AD
18224,747238,UNISLAND
18234,774632,INCREdible
18247,773499,SUPREMA
18255,730468,Nature4Cities
18283,707683,SMALLDIS
18305,705215,Rockslope_failures
18306,653824,EU-CIRCLE
18328,821964,BEACON
18335,653569,SMR
18351,691215,AniAge
18363,685844,MODCOMP
18380,763977,PERTPV
18418,657883,SUSAMIDE
18469,801413,H-Reality
18487,777981,Warmest
18510,688865,WhoLoDancE
18533,746516,RECHARGE
18544,642667,SECURE
18646,739570,ANTARES
18651,681404,LoC
18653,771082,DRONETHICS
18673,825215,FIN-TECH
18714,687605,COGNITUS
18722,671672,SELFNET
18834,824634,QUEST
18860,656273,RContext
18861,801336,PROCHIP
18867,654135,BIOCONT6SS
18868,730459,EUCalc
18885,643774,iHealth-T2D
18897,724334,NOSUDEP
18921,722496,ENHANCE
18931,727463,BioMates
18940,700745,Topological-Plasmonics
18946,659442,URBANRAD
18959,703143,LSD-CortLVPC
18961,836503,INSPIRE
18967,758453,CHAOS-PIQUANT
18968,705332,Magnetic Universe
18970,686585,LIAR
18976,641232,Fingers4Cure
18977,730863,INNOWAG
19004,727503,ROLINCAP
19018,752292,SLLB
19019,702408,DRAMATIC
19021,740923,GHOST
19049,696170,ChArGED
19060,653762,EMYNOS
19071,691131,REMOSIS
19075,679681,Tamed Cancer
19080,768994,COREALIS
19109,780315,SEMIoTICS
19121,700256,I-REACT
19141,687283,INTER-IoT
19168,639526,NANOGEN
19183,653256,TRILLION
19201,645759,WASTCArD
19221,716510,TREND
19243,681630,HRMECH
19246,732158,MoveCare
19263,101003650,ATAC
19268,670955,BROADimmune
19269,750973,TANTUMorNEUVACCINE
19272,758892,ExoAI
19273,811765,V-LAP
19274,758657,ImPRESS
19405,641939,HypoTRAIN
19469,668786,HEAT-SHIELD
19490,746748,CAP-ICE
19492,817690,CropBooster-P
19509,694481,GC2.0
19514,705219,HIT-LVAD
19523,795866,BrainBehaviourModel
19524,706999,E-GOS
19525,704998,QuP
19526,730009,Scientix 3
19527,660607,IE2
19529,706706,ANTILGBT
19534,794434,iPER
19535,660495,NPA
19538,659553,SCIL
19541,704283,EStoPARENTING
19542,655341,LARP4MOT
19552,116072,NGN-PET
19561,725731,FOGHORN
19562,656738,INHABIT Cities
19563,658195,BBFGEN
19566,749087,ExoSensor
19570,793526,ESTREA
19571,759063,WFNQMC
19572,704974,HONEYDIAB-8
19580,746909,EUEaPRU
19581,750884,NETBIO-GE
19582,702725,WARMUSIC
19585,667510,GLINT
19593,707297,RECORDER
19596,755523,MEDIRAD
19631,706028,CoSMaS
19635,700184,hRBP-virion
19636,751931,BICEPSvsHIV
19638,657701,LiVirIn
19639,682379,OPTOACOUSTOGENETICS
19642,706519,DecodePL
19645,703293,MBM
19657,715022,EmbodiedTech
19659,745626,PCAGED-KI
19672,751437,EMERGE
19673,682275,IsoMS
19675,725246,TEDE
19712,714122,chem-fs-MOF
19714,642571,CHIBOW
19739,859962,SECRET
19752,692616,RandomZeroSets
19765,675610,ChroMe
19777,633168,BIOCYCLE
19791,780989,MERLIN
19807,637614,NanoPaths
19819,648974,P-MEM-NMR
19834,646840,Inflammostrome
19835,694509,CUNDA
19837,678733,CAASD
19841,641811,IMPREX
19864,766118,TAPAS
19884,786427,Couplet
19887,657741,socialog
19898,748617,Austere Reasons
19929,787021,FOLDOUT
19965,731678,RESTASSURED
19986,688095,SlideWiki
20006,115848,Mofina
20032,677117,DUST-IN-THE-WIND
20051,801367,evFOUNDRY
20057,687303,META-REFLECTOR
20061,648630,IQFT
20070,687275,EO4wildlife
20077,639403,WORKANDHOME
20081,786851,FLEET
20082,692221,Gene2Skin
20097,787355,DEVINCI
20100,692659,RAMBO
20103,757583,Brain2Bee
20105,648680,DARKHORIZONS
20106,705311,CorCir
20108,757850,BioNet
20124,789340,iCOMM
20125,714151,PSINFONI
20137,824946,SiMBiT
20159,734561,PROMECA
20189,669991,VIBRATE
20190,687458,INLANE
20201,676042,MEAN4SG
20210,761989,5G-PHOS
20226,790395,BROWSE_PLUS
20250,793677,MOSPhotocat
20251,780765,PICASCO
20252,798627,NL2LPV
20253,727597,SupraCarrier
20254,648787,ALDof 2DTMDs
20257,705188,TaGFrag
20258,671459,BIONICO
20277,713732,MESOTAS-SIEVE
20278,642328,ArcInTex ETN
20290,761586,5G-CORAL
20301,703523,CoronaTag
20303,747422,FibrillarMICROSTRUCT
20304,743546,Anticancer-PAM
20307,652862,IMPRECSIM
20310,661048,UVMWREACT
20311,709073,OPTBIOMAN
20312,680414,PRINTCR3DIT
20326,677423,SHAPE
20327,690133,GEO-CRADLE
20346,757497,SPADE
20352,639813,CLC
20353,639305,SPECTRUM
20355,694426,BISON
20356,676844,Temporal Coding
20357,724866,MacroStability
20360,639402,MIRAGE 20-15
20364,637069,MetCAF
20380,659765,Consciousness online
20383,803704,SYNPATH
20385,746183,MaRiA
20386,635316,ATHLOS
20410,655864,SingMet
20411,703916,Burst3D
20414,737043,TISuMR
20417,721642,SOLUTION
20430,789028,QuantCom
20432,695313,STRATIFY
20456,802682,MODES
20457,638665,EURO-LAB
20458,643937,EDSA
20468,645722,NonMinimalHiggs
20495,658025,CRISIS
20497,700542,FutureTrust
20524,734629,PATH
20532,705417,AlzDiabetes
20537,665155,GRAVITATE
20543,751921,TimePresCompBridge
20544,644606,Photonics4All
20555,723526,SEDNA
20570,644666,SUNFISH
20581,780247,TheyBuyForYou
20593,646809,DIMR
20594,680176,SCALEFORES
20595,659092,WISDOM
20596,703530,DynOMIS
20599,644683,ODINE
20607,642795,WDAqua
20620,824162,SYNCH
20628,638258,NanoChemBioVision
20631,707562,AIDSsilences
20635,709188,LoGIcInMAS
20636,687148,ISSELUB
20651,657473,BioFrost
20653,694368,Gradual_Change
20655,656035,DRYFUN
20674,656010,MYSTICETI
20676,748753,CLIMLAN
20680,713608,MICROCLEANERS
20681,715097,EVOMICROCOMM
20682,851033,P2B
20686,750240,DIGEST
20689,746347,AfriVeg
20690,675392,Phd
20703,696519,NanoSol
20711,759341,OPTIMIZERR
20712,694424,DrEAM
20733,777363,DRIVE
20750,717089,TAVAC
20759,644579,ESCUDO-CLOUD
20767,641023,Nano-Tandem
20773,636876,REDMUD
20791,685817,HISENTS
20802,701693,LiftTrain
20805,725907,CHROMONUMBER
20806,825619,AI4EU
20909,797259,DIET
20910,768576,ReCO2ST
20929,680474,NewTREND
20944,814496,APACHE
20994,695528,MSG
20995,655177,MUSAL
20997,857518,MIBEst
21000,828948,AndQC
21008,675407,PolarNet
21037,721394,4PHOTON
21061,820393,MACQSIMAL
21075,695032,INTEGRAL
21084,772834,QML
21094,682529,PLANTCULT
21113,732194,QROWD
21126,777564,RUN2Rail
21141,688135,STARS4ALL
21152,671571,ExaFLOW
21160,727301,SHiELD
21172,679586,BUMP
21173,812997,Cleopatra
21191,724987,MechaniChiral
21234,750848,Art and Ethics
21235,675419,EDISON
21250,768789,CO2EXIDE
21261,730002,GIESEPP
21282,656081,Turb. Bound. Layers
21296,786707,FunMagResBeacons
21297,725232,BAPS
21300,727560,CrowdHEALTH
21320,643943,FIESTA
21362,717174,UHPE
21365,682724,LightPipe
21368,759967,CatDT
21388,765423,MANNA
21394,675762,TERRE
21417,640004,PHYSFISH
21432,706712,Coupled
21433,693055,MedReset
21447,757535,FEEDGALAXIES
21449,824160,EnTimeMent
21460,772099,JetDynamics
21462,749664,TEROPPLATE
21464,749400,MERWBKBS
21466,724226,cis-CONTROL
21469,725924,KupfferCellNiche
21473,640116,ENVIROIMMUNE
21477,660448,KCs and Gut Antigens
21483,639234,PROCELLDEATH
21488,658701,ImmunoFarm
21489,647458,MANGO
21492,714055,TORPEDO
21494,772649,UB-RASDisease
21501,688363,hackAIR
21512,821140,MIDAS
21515,700692,DiSIEM
21523,707954,Nano-PieZoelecTrics
21537,678578,HRMEG
21538,644271,AEROARMS
21548,714797,InteractiveSkin
21550,641460,LARA
21559,751905,GRAMAS
21562,642153,MarineUAS
21617,769066,RESIST
21670,639377,DrugsInPregnancy
21686,817841,CLARA
21699,696076,SuperSmart
21708,667526,K4U
21712,662725,IBSEN
21719,669690,CIVILWARS
21747,709015,AGE-MEMORY
21748,745007,SynapseER
21751,840804,RUMIC
21754,702538,SNSM
21787,708138,PredAMEG
21789,745829,INNOVATE
21794,778158,OCTA
21808,761579,TERAPOD
21819,677289,SCoTMOF
21827,681582,ICLUb
21829,658085,DAMAGE
21830,645114,SEERS
21846,647910,KINSHIP
21850,793317,WeLearnAtScale
21855,654318,FLOWLASER
21856,790380,HEALIGRAFT
21866,646657,DynaSens
21868,656607,DC FlexMIL
21870,661369,NanoMATe
21872,705190,NuSiCC
21873,647954,Code4Memory
21875,779747,BigDataStack
21891,641918,AfricanBioServices
21904,727188,EMOTIVE
21912,640896,SHEER
21935,752250,SEAMET
21943,750259,RECREPEMLE
21956,753633,ELECTRO-HEAL
21958,658366,AQUIRE
21964,682360,BoneMalar
21965,661232,MAPP
21966,691246,QUANTUM DYNAMICS
21997,737087,Levitate
22021,704807,BEND
22022,680088,SCHISTO_PERSIST
22044,727220,LUVMI
22049,870436,AETHER
22068,702293,MuCellWall
22069,848682,Olfactomics Surgery
22072,767456,PanaMast
22086,693167,YOUNG_ADULLLT
22107,693227,SPRAYNERGY
22113,675351,AFib-TrainNet
22143,670467,SMART-POM
22144,708674,DYNAMAG
22148,801540,RESCUE
22149,789182,CRYOSTEM
22153,658665,HyGlio
22155,680200,MYELOMANEXT
22161,660480,POSEIDON
22162,778078,REMIX
22171,669220,OxygenSensing
22182,647973,Drug-Seq
22185,660295,CACOHET
22195,641725,PHEBE
22201,741945,SAHR
22202,702930,Ex-SPACE
22206,661099,Athero MPh proliferation
22237,695780,H-DisNet
22251,757721,IneqPol
22252,733248,TRANSBIO
22253,730648,iPerm
22260,768774,BENEFFICE
22271,666206,WINTHERWAX
22280,725194,CRIMTANG
22282,701737,SNAPTRACE
22286,641768,REGROUND
22315,745594,NOVICE
22374,666427,ADD-ON
22378,691681,ENHANCE
22382,683031,CONSERVATION
22383,658186,FRAMING_EFFECTS
22386,657592,SECOMAP
22389,801221,NEWTON-g
22415,637776,ALKENoNE
22416,688156,symbIoTe
22431,648011,QuantumMagnonics
22445,705478,MULTIPREF
22447,833280,FLAY
22450,731377,MUSIC
22458,742235,EBM
22464,793580,ILBAB
22465,670958,PRION2020
22466,675044,BigDataFinance
22482,764434,PRe-ART
22498,724508,RESISTANCE
22501,679175,InterWiring
22502,770652,BEHAVFRICTIONS
22506,714326,DiVineGenoMe
22507,680886,GREinGC
22510,677200,Immune Regulation
